fixed acidity,citric acid,residual sugar,sulfur dioxide,density,pH,alcohol,quality
7,0.28,2.2,177,0.99166,3.2,11.4,5
8.1,0.3,1.3,49,0.99242,2.99,10.3,5
8.3,0.3,1.1,57,0.99109,3.02,11,6
7.9,0.39,2,138,0.99176,3.05,10.9,5
7.2,0.34,6.4,111,0.99278,2.99,10.8,6
8.1,0.3,1.3,49,0.99242,2.99,10.3,5
8.3,0.3,1.1,57,0.99109,3.02,11,6
7,0.21,10.7,91,0.99657,3.03,9.3,5
6.8,0.62,6.4,113,0.99358,2.96,10.2,5
6.9,0.62,6.3,109,0.99358,2.96,10.2,6
7.2,0.34,6.4,111,0.99278,2.99,10.8,6
6.8,0.34,15.1,162,0.99705,3.24,10.5,3
7.2,0.38,2,156,0.9912,3.13,11.1,5
7.9,0.39,2,138,0.99176,3.05,10.9,5
7,0.28,2.2,177,0.99166,3.2,11.4,5
7.4,0.28,12.1,149,0.99677,3.22,10.3,5
6.3,0.32,8.8,106,0.99172,3.28,12.9,7
6.8,0.3,8.8,131,0.9953,3.12,9.9,5
6.3,0.24,5.1,131,0.99186,3.24,11.3,6
5.1,0.26,6.8,120,0.99188,3.38,11.5,6
5.1,0.26,6.8,120,0.99188,3.38,11.5,6
6.3,0.2,3.7,132,0.99158,3,10.7,5
6.9,0.28,12.2,139,0.99522,3.03,10.4,6
7,0.28,5.7,204,0.99176,3.17,12.5,6
6.7,0.49,8.1,197,0.99558,3.19,9.5,5
7.3,0.3,2.5,104,0.9911,3.05,11.3,7
6.7,0.21,4,88,0.99016,3.26,13,6
5.1,0.26,6.8,120,0.99188,3.38,11.5,6
5.1,0.18,1,99,0.98956,3.22,11.5,5
6.3,0.24,5.1,131,0.99186,3.24,11.3,6
7.1,0.23,5.8,100,0.99062,3.15,13.2,7
4.8,0.23,10.6,111,0.99274,3.46,11.5,7
6.8,0.19,3.5,130,0.993,2.83,9.6,5
6.8,0.19,3.5,130,0.993,2.83,9.6,5
7,0.29,16.4,110,0.9978,3.15,9.7,6
6.5,0.22,4.8,142,0.9946,3.14,9.2,5
6.2,0.23,3.3,113,0.99429,3.16,8.4,5
8,0.33,1.2,103,0.99002,3,12.4,6
8,0.33,1.2,103,0.99002,3,12.4,6
6.5,0.22,4.8,142,0.9946,3.14,9.2,5
6.2,0.23,3.3,113,0.99429,3.16,8.4,5
6.7,0.25,2.5,84,0.9909,3.14,11.7,6
6.6,0.5,8.7,191,0.99294,2.96,11,6
7.5,0.31,1.6,109,0.99044,2.97,11.9,6
7.5,0.28,4,100,0.98958,3.2,13.2,7
6.7,0.25,2.5,84,0.9909,3.14,11.7,6
6.4,0.23,16.2,176,0.9986,3.26,9.1,5
6.7,0.32,9,109,0.99262,3.34,12.6,6
6.4,0.23,16.2,176,0.9986,3.26,9.1,5
8.2,0.43,7,87,0.99628,3.23,10.6,5
6.7,0.32,9,109,0.99262,3.34,12.6,6
5.9,0.29,3.1,123,0.98913,3.41,13.7,7
5.9,0.23,1.5,93,0.99021,3.36,12,6
6.6,0.26,4.6,120,0.99198,3.4,12.5,7
5.9,0.27,4.8,110,0.99226,3.55,12.1,6
5.9,0.29,4.6,137,0.99159,3.21,11.3,6
5.9,0.23,1.5,93,0.99021,3.36,12,6
5.4,0.27,2.7,104,0.99224,3.46,10.3,6
6.1,0.3,6.3,136,0.99068,3.27,12.7,6
7.3,0.26,7.2,207,0.99587,3.12,9.2,5
7.3,0.26,7.2,207,0.99587,3.12,9.2,5
6.6,0.22,4,98,0.99018,3.25,13,7
6,0.38,4.8,101,0.98968,3.24,13.1,6
8.4,0.32,1.3,113,0.99178,3.1,11,6
7.3,0.26,7.2,207,0.99587,3.12,9.2,5
6.1,0.27,9.8,134,0.99534,3.16,10.2,6
7.3,0.54,13.3,193,0.99864,3.06,8.6,4
7.6,0.51,11.7,181,0.99776,2.91,9,5
6.7,0.51,8,194,0.99545,3.13,9.6,5
7.4,0.27,1.6,98,0.99299,3.29,9.9,7
6.1,0.28,16.55,135,0.99665,3.2,10.5,5
7.1,0.31,1.5,98,0.99069,3.15,11.4,5
6.5,0.31,10.2,170,0.99692,3.18,9.4,5
6,0.24,17.8,111,0.99896,3.1,8.9,6
6,0.24,17.8,111,0.99896,3.1,8.9,6
7.1,0.37,1.5,129,0.99226,3.15,10.8,5
6.8,0.31,7.4,143,0.99226,3.06,12.2,6
6,0.24,17.8,111,0.99896,3.1,8.9,6
7.2,0.36,2,63,0.99076,3.13,12.5,6
6.8,0.31,7.4,143,0.99226,3.06,12.2,6
7.2,0.36,2,63,0.99076,3.13,12.5,6
6,0.24,17.8,111,0.99896,3.1,8.9,6
6.2,0.26,12.1,127,0.9951,3.16,10.8,6
6.4,0.26,8.2,98,0.99234,2.99,11.4,6
7.1,0.37,1.5,129,0.99226,3.15,10.8,5
6,0.3,8.7,127,0.99368,3.18,10.6,5
7,0.1,3.5,63,0.9937,3.01,9.2,5
5.9,0.16,6.4,134,0.99151,3.24,12.2,6
7,0.33,2.1,76,0.99021,3.26,12.3,6
6.7,0.29,7.7,179,0.99479,3.23,10.4,6
7,0.3,12.3,172,0.9954,2.99,10.4,6
8.5,0.34,1.3,110,0.99176,3.07,11,7
6,0.3,8.7,127,0.99368,3.18,10.6,5
7,0.1,3.5,63,0.9937,3.01,9.2,5
5.8,0.26,3.5,69,0.98994,3.1,11.5,6
6.5,0.3,3.8,88,0.99028,3.25,12.5,7
6.5,0.3,3.8,88,0.99028,3.25,12.5,7
6.7,0.3,2.4,83,0.98867,3.09,12.8,7
6.2,0.24,4.8,138,0.99174,3.23,11.2,7
6.2,0.24,4.8,138,0.99174,3.23,11.2,7
7.1,0.3,6.2,139,0.99021,3.17,13.6,6
6.5,0.3,3.8,88,0.99028,3.25,12.5,7
7.2,0.32,1.5,105,0.99154,3.17,11.1,6
6.2,0.24,4.8,138,0.99174,3.23,11.2,7
7.1,0.3,6.2,139,0.99021,3.17,13.6,6
6.2,0.51,7.9,206,0.9956,3.18,9.4,5
6.4,0.28,1.6,113,0.98779,3.12,14.2,7
6.6,0.28,1.4,107,0.98836,3,13.2,6
7.4,0.37,2.6,132,0.99138,3.04,11.2,6
7.3,0.34,14.8,173,0.99751,3.14,10.2,5
6.7,0.3,2.4,83,0.98867,3.09,12.8,7
8.6,0.3,0.9,109,0.99249,2.95,10.1,5
8.6,0.3,0.9,109,0.99249,2.95,10.1,5
8.6,0.33,1.2,95,0.99239,2.83,10.3,5
6.9,0.29,9.9,91,0.99512,3.19,9.9,6
6.5,0.31,3.9,106,0.99098,3.15,11.5,5
6.6,0.47,15.6,173,0.99872,3.18,9,5
6.6,0.47,15.6,173,0.99872,3.18,9,5
6.1,0.26,1.5,101,0.98894,3.03,12.1,6
6.2,0.28,1.6,106,0.988245,3.14,13.3,6
6.9,0.28,7.8,116,0.99326,3.22,11.5,8
8.7,0.21,5.6,67,0.99328,2.96,11,4
7.3,0.3,1.3,84,0.99222,3.28,10.7,6
7,0.2,16.7,184,0.99898,3.08,9.4,5
5.7,0.25,7.95,108,0.99486,3.44,10.3,6
8.2,0.38,1.1,92,0.99062,2.88,12,6
6.2,0.32,6.3,159,0.99282,3.21,11,6
6.9,0.37,8.9,148,0.996,3.16,9.3,5
4.9,0.34,1,143,0.99138,3.24,10.1,5
7.2,0.39,1.5,106,0.99166,3.18,11.1,6
6.4,0.15,6.6,113,0.99408,2.99,9.9,6
6.1,0.32,6.2,161,0.99281,3.22,11,6
6.2,0.32,6.3,159,0.99282,3.21,11,6
6,0.33,2.1,127,0.98964,3.32,12.5,6
6.1,0.32,2.2,142,0.98952,3.31,12.7,7
5.7,0.3,5.4,105,0.99469,3.32,9.3,5
6.9,0.37,8.9,148,0.996,3.16,9.3,5
4.9,0.34,1,143,0.99138,3.24,10.1,5
6.3,0.2,17.9,161,0.9991,3.14,8.8,5
7,0.3,2.6,90,0.99047,2.88,11.2,6
8.4,0.3,1.3,122,0.99178,3.13,10.8,7
6.3,0.2,17.9,161,0.9991,3.14,8.8,5
7,0.3,2.6,90,0.99047,2.88,11.2,6
5.4,0.18,2.3,145,0.99207,3.24,10.3,5
7.7,0.36,4.3,87,0.99152,3.11,12,5
5.6,0.19,7.1,110,0.99438,3.26,9.5,6
5.6,0.19,7.1,110,0.99438,3.26,9.5,6
6.6,0.24,11.9,159,0.99622,3.14,9.8,6
7.6,0.46,11.7,170,0.99773,2.91,9,5
6,0.32,3.8,116,0.99108,3.39,11.8,7
7.5,0.48,12.4,176.5,0.99803,2.97,8.8,5
7.3,0.23,6.5,102,0.99304,3.1,11.2,4
5.4,0.19,7.1,110,0.99438,3.26,9.5,6
6.3,0.51,7.6,200,0.99548,3.16,9.4,4
6.5,0.52,7.9,192,0.99551,3.16,9.5,6
6.4,0.3,2.8,125,0.99152,3.03,10.4,6
6.7,0.31,10.6,143,0.99572,3.08,9.8,7
6.4,0.3,2.8,125,0.99152,3.03,10.4,6
6.3,0.51,7.6,200,0.99548,3.16,9.4,4
6.5,0.52,7.9,192,0.99551,3.16,9.5,6
6.1,0.26,1.7,134,0.9903,3.19,11.9,7
7,0.29,7.6,124,0.99162,3.15,12.8,7
6.9,0.25,7.5,117,0.99116,3.09,13,6
6.5,0.53,1.7,192,0.9922,3.26,10.4,7
6.5,0.52,1.7,193,0.99223,3.25,10.4,6
6.1,0.25,12.1,135,0.99481,3.21,10.7,5
6.3,0.27,4.5,157,0.9928,3.05,10.7,7
6.1,0.26,1.7,134,0.9903,3.19,11.9,7
5.6,0.25,8,101,0.99429,3.19,10.4,6
7,0.29,7.6,124,0.99162,3.15,12.8,7
6.8,0.27,8.6,104,0.99454,3.2,9.9,6
6.8,0.27,8.6,104,0.99454,3.2,9.9,6
7.3,0.41,14.6,223,0.99863,3.16,9.4,6
6.1,0.17,1.6,129,0.991,3.3,11.4,6
6.8,0.27,8.6,104,0.99454,3.2,9.9,6
7.3,0.41,14.6,223,0.99863,3.16,9.4,6
6.9,0.41,1.1,104,0.99317,2.99,9.2,5
6.7,0.32,3.7,76,0.99173,2.9,10.5,7
6.7,0.34,8.9,111,0.99455,3.25,11,7
6.7,0.34,8.9,111,0.99455,3.25,11,7
8,0.31,4.7,127,0.99186,2.9,12.1,5
6.7,0.34,8.9,111,0.99455,3.25,11,7
6,0.29,3.1,144,0.98944,3.22,12.8,7
6.4,0.57,1,122,0.99238,3,9.5,5
6.1,0.48,15.8,94,0.99782,3.07,9.2,6
6.8,0.35,1.5,117,0.99111,3.07,11.1,6
6.5,0.26,5.2,112,0.99067,3.06,12.3,7
6.8,0.35,1.5,117,0.99111,3.07,11.1,6
5.4,0.32,2.5,51,0.98878,3.04,12.6,6
6.4,0.57,1,122,0.99238,3,9.5,5
6.1,0.48,15.8,94,0.99782,3.07,9.2,6
6.8,0.32,5.9,152,0.9938,3.2,10.8,6
7.2,0.29,3.1,122,0.99143,3,11.3,6
6,0.29,3.1,144,0.98944,3.22,12.8,7
6.5,0.24,11.5,171,0.99588,3.08,9.8,6
6.5,0.48,18,183,1.00038,2.98,8.5,6
6.2,0.12,4.8,97,0.99424,3.16,9.3,5
7.2,0.24,8.5,151,0.99626,3.2,9.2,5
5.9,0.24,1.6,115,0.99076,3.21,11.4,6
6.4,0.48,18,183,1.00038,2.98,8.5,6
6.2,0.12,4.8,97,0.99424,3.16,9.3,5
6.4,0.12,5.9,91,0.99536,3.06,8.4,4
7,0.42,1.1,100,0.99318,3.04,9.2,5
7.2,0.24,8.5,151,0.99626,3.2,9.2,5
7.6,0.37,13.1,151,0.99726,3.18,10.4,6
6,0.27,4.1,147,0.99126,3.27,11.6,6
6.2,0.45,2.9,94,0.98998,3.25,12.4,6
7.6,0.37,13.1,151,0.99726,3.18,10.4,6
6.4,0.26,1.1,176,0.99304,3.09,9.3,5
5.9,0.27,1.5,81,0.9892,3.2,12.2,6
6.1,0.3,7.75,139,0.99296,3.22,11,6
6.9,0.38,1.15,105,0.99047,3.11,11.4,5
6.4,0.57,1,120,0.9924,3.06,9.5,5
6.8,0.22,17.8,116,0.9989,3.07,9.2,5
7.5,0.38,5.7,125,0.99338,3.13,11.1,6
6.8,0.22,17.8,116,0.9989,3.07,9.2,5
6.4,0.22,7.4,172,0.99404,3.24,11,6
7.3,0.22,1.4,177,0.99287,3.14,9.9,5
7.3,0.22,1.4,176,0.99286,3.14,9.9,5
6.4,0.57,1,120,0.9924,3.06,9.5,5
6.3,0.29,1.6,185,0.9934,3.21,9.4,5
6.2,0.22,7.9,149,0.99545,3.23,9.3,5
7.4,0.27,15.5,135,0.9984,2.9,8.7,7
7.4,0.27,15.5,135,0.9984,2.9,8.7,7
7.4,0.27,15.5,135,0.9984,2.9,8.7,7
7.4,0.27,15.5,135,0.9984,2.9,8.7,7
7.2,0.28,17.55,154,0.99971,2.94,9,7
6.9,0.35,13.5,118,0.99546,3,10.7,6
6.9,0.35,13.5,118,0.99546,3,10.7,6
6.8,0.36,1.3,98,0.99058,3.02,11.3,6
7.4,0.27,15.5,135,0.9984,2.9,8.7,7
6.8,0.27,11.6,97,0.99314,2.96,11.7,6
6.2,0.22,7.9,149,0.99545,3.23,9.3,5
7.4,0.27,15.5,135,0.9984,2.9,8.7,7
7.2,0.28,17.55,154,0.99971,2.94,9,7
6.8,0.27,11.6,97,0.99314,2.96,11.7,6
6.5,0.18,13.15,131,0.99565,3.23,10.7,5
6.6,0.36,1.9,110,0.99056,3.05,11.4,6
6.9,0.35,13.5,118,0.99546,3,10.7,6
6.8,0.36,1.3,98,0.99058,3.02,11.3,6
6.4,0.01,6.1,70,0.99362,3.19,10,5
6.4,0.01,6.1,70,0.99362,3.19,10,5
7.4,0.32,1.9,119,0.99196,3.15,11.2,6
6.1,0.21,1.9,130,0.99255,3.07,9.7,5
5.5,0.21,1.6,85,0.99027,3.42,12.5,5
6.6,0.26,11.3,110,0.99302,3.27,12.9,8
7.1,0.27,8.4,160,0.99257,3.16,11.8,6
6.9,0.28,8.3,166,0.99506,3.16,10.6,5
7.1,0.27,8.4,160,0.99257,3.16,11.8,6
6.2,0.28,12.2,133,0.9952,3.19,10.7,6
6.1,0.27,8,162,0.99498,3.21,9.9,5
7.6,0.32,1.3,76,0.9903,2.96,12,6
7.5,0.38,12.7,163,0.99706,3.15,10.4,7
6.5,0.16,1.3,107,0.99398,3.19,8.5,5
6.6,0.19,10.5,82,0.99588,3.13,9.9,4
5.7,0.26,12.5,120,0.99691,3.08,9.4,6
7.4,0.26,9.6,134,0.99608,3.13,10.4,5
5.7,0.21,1.5,108,0.99142,3.3,11,6
5.8,0.21,1.5,110,0.99138,3.3,11,6
5.4,0.28,7.8,91,0.99432,3.19,10.4,6
5.7,0.27,10.8,116,0.99592,3.1,9.8,6
5.7,0.26,12.5,106,0.99691,3.08,9.4,6
5.9,0.28,8.6,142,0.99432,3.23,10.6,6
6.2,0.32,1.2,185,0.99266,3.28,10.1,5
6.5,0.24,14.5,96,0.99456,3.06,11.5,8
7.4,0.29,3.7,73,0.9915,3.06,11.4,6
7,0.4,1.1,93,0.99322,3.03,9.2,6
6.5,0.42,1.1,101,0.9927,3.12,9.7,6
7.3,0.27,3.8,79,0.99173,3.07,11.3,6
6.8,0.24,4.6,127,0.99412,3.15,9.6,6
6.7,0.3,10.2,179,0.99666,2.86,8.9,6
6.4,0.28,7.9,82,0.99425,3.26,10,6
6.4,0.2,2.4,112,0.99314,3.18,9.2,6
6.4,0.28,4.9,98,0.99024,3.09,12.8,7
8,0.35,1.1,136,0.99366,3.08,9.5,5
6.4,0.28,7.9,82,0.99425,3.26,10,6
6.6,0.34,5.6,140,0.99299,3.22,11,5
6.4,0.2,2.4,112,0.99314,3.18,9.2,6
6.3,0.23,14.2,99,0.99528,3.08,10.6,6
6.9,0.23,9.5,166,0.99568,3.23,10,5
6.9,0.23,9.5,166,0.99568,3.23,10,5
5.7,0.28,4.1,86,0.99062,3.31,11.7,7
6.9,0.27,4.7,80,0.99058,3.12,12.5,7
6.9,0.45,1.4,122,0.99059,3.07,11.1,7
5.3,0.56,0.9,141,0.99119,3.16,9.7,5
6.8,0.26,20.3,150,0.99727,3.04,12.3,6
6.7,0.42,3.5,105,0.99021,3.18,12.2,6
7.6,0.27,1.2,193,0.99164,3.22,11.6,5
5.5,0.25,1.2,75,0.99006,3.31,11.3,6
6,0.25,2,95,0.99078,3.27,11.1,6
6.1,0.29,1.1,92,0.99036,3.26,11.2,6
7.5,0.29,1.5,107,0.99123,3.15,11.3,6
7.3,0.32,1.2,94,0.98978,3.07,12,6
6.2,0.2,18.1,158,0.99908,3.15,8.8,6
6.2,0.2,18.1,158,0.99908,3.15,8.8,6
6.5,0.31,3.6,143,0.99022,3.15,12,8
6.5,0.31,3.5,147,0.99024,3.15,12,7
7.4,0.5,12.1,122,0.9973,3.01,9,5
6.3,0.22,17.45,151,0.99853,3.12,9.3,6
6.2,0.25,12.1,171,0.99769,3.14,8.7,6
6.6,0.32,3,75,0.98954,3.1,12.8,6
6,0.36,1.6,72,0.98974,3.1,11.5,7
6.3,0.23,5.7,147,0.99382,3.08,10,5
6.3,0.22,5.6,147,0.99383,3.09,10,5
6.7,0.34,6.8,215,0.99538,3.33,10.3,5
6.6,0.32,15.6,227,0.99734,3.25,10.4,5
6.3,0.31,6,68,0.98981,3.22,13.4,7
6.8,0.32,1.8,130,0.99095,3.05,11.2,6
7.4,0.26,8.6,206,0.9964,3.26,9.1,5
7.4,0.26,8.6,206,0.9964,3.26,9.1,5
5.7,0.27,11.5,120,0.99411,3.33,10.8,6
6.8,0.28,7.8,89,0.9915,3.24,12.5,6
5.9,0.24,2.4,132,0.99234,3.63,11.3,5
7.4,0.26,8.6,206,0.9964,3.26,9.1,5
6.6,0.32,1.5,72,0.98949,3.22,12.7,6
6.8,0.35,5.4,143,0.99287,3.1,11,7
6.8,0.29,11.9,149,0.99544,3.02,10.4,6
6.8,0.29,11.9,149,0.99544,3.02,10.4,6
5.9,0.27,9,136,0.9941,3.25,10.7,6
6.1,0.28,10,131,0.994,3.22,10.9,6
6.8,0.29,11.9,149,0.99544,3.02,10.4,6
6.8,0.29,11.9,160,0.99546,3.03,10.4,6
7.1,0.29,15.5,115.5,0.99737,3.16,9.7,7
6.8,0.35,5.4,143,0.99287,3.1,11,7
6.2,0.25,15,120,0.99767,3.19,9.6,6
5.8,0.28,1.4,76,0.98711,3.1,13.9,7
7.6,0.31,9.4,194,0.99714,3.07,9.4,5
7.4,0.32,3.7,193,0.99134,3.1,12.5,6
6.2,0.25,15,120,0.99767,3.19,9.6,6
6.1,0.47,1.4,187,0.9927,3.19,9.5,5
6.2,0.5,6.5,186,0.9948,3.19,9.6,5
6.1,0.47,1.4,187,0.9927,3.19,9.5,5
6.3,0.52,6.3,186,0.99481,3.18,9.6,5
7.4,0.3,13.7,168,0.99825,2.9,8.7,7
7.4,0.3,13.7,168,0.99825,2.9,8.7,7
7.4,0.3,13.7,168,0.99825,2.9,8.7,7
7.4,0.3,13.7,168,0.99825,2.9,8.7,7
7.4,0.3,13.7,168,0.99825,2.9,8.7,7
7.4,0.3,13.7,168,0.99825,2.9,8.7,7
7.2,0.38,1.5,120,0.99192,3.18,10.4,5
7,0.35,1.6,119,0.99184,3.22,10.7,5
6.6,0.35,1.4,83,0.99019,3.17,12,7
5.8,0.31,3.5,158,0.98998,3.19,12.1,7
6.3,0.32,1,118,0.98886,3.31,13.1,8
6,0.26,1.4,104,0.98998,3.32,12.4,6
6.7,0.34,1.5,123,0.98949,3.24,12.6,7
7.4,0.3,13.7,168,0.99825,2.9,8.7,7
6.6,0.37,1.6,101,0.99009,3.15,12,5
6.8,0.27,5.2,169,0.99252,3.27,11.6,6
6.3,0.22,11.9,179,0.99659,3.06,9.3,6
6.9,0.39,2.4,157,0.99133,3.2,11.1,7
6.8,0.33,3.2,161,0.99324,3.1,10.2,6
6.4,0.33,1.7,113,0.99164,3.23,10.6,6
5.8,0.33,4.2,133,0.99107,3.16,11.3,7
6.9,0.4,15.4,198,0.9986,3.2,9.4,5
6.5,0.61,13,123,0.99708,3.09,9.3,6
6.6,0.32,5.6,68,0.99163,2.96,11.1,6
7.5,0.56,9.7,170,0.99605,3.13,9.9,6
6.2,0.3,2.5,82,0.99065,3.31,11.8,7
6.4,0.28,4,81,0.9903,3.26,12.6,7
6.9,0.4,15.4,198,0.9986,3.2,9.4,5
7.6,0.32,1.2,72,0.99236,3.06,10.5,5
5.9,0.34,2,108,0.98948,3.19,12.3,6
5.3,0.3,1.2,119,0.99045,3.32,11.3,6
6.4,0.21,5.1,105,0.9939,3.07,9.6,5
7,0.3,1.4,63,0.98985,3.2,12,6
7.8,0.35,1.2,140,0.99138,3.09,11.2,5
6.7,0.24,6.5,100,0.99348,3.12,10.2,6
8.1,0.33,1.3,100,0.99066,2.98,12.4,6
6.7,0.24,6.5,100,0.99348,3.12,10.2,6
7.1,0.24,2.7,87,0.98862,2.94,13.4,8
5.8,0.29,1.3,68,0.98865,3.24,12.6,6
6.3,0.48,7.4,149,0.99472,3.18,9.8,5
7.9,0.53,12.9,139,0.99792,2.94,9.1,5
8.1,0.33,1.3,100,0.99066,2.98,12.4,6
8,0.33,1.2,101,0.99035,3.03,12.5,6
6.7,0.27,2.6,85,0.99086,3.05,11.7,6
6.7,0.31,2.3,113,0.99013,3.29,12.9,6
6.2,0.32,1.3,183,0.99266,3.3,10.1,5
6.9,0.38,10.5,139,0.99517,3.06,10.3,6
6.7,0.27,2.6,85,0.99086,3.05,11.7,6
5.9,0.2,14.4,144,0.99666,3.24,10.3,6
6.1,0.3,1.2,107,0.991,3.34,10.8,7
5.6,0.29,3.1,89,0.99068,3.25,11.2,6
6.6,0.32,1.7,102,0.99084,3.29,11.8,6
6,0.21,6,134,0.9939,3.08,9.8,6
7.1,0.42,11.8,193,0.99624,3.04,10,6
6.6,0.37,6.2,164,0.99602,3.24,8.8,4
7,0.24,12.1,210,0.99718,3.05,9.5,5
7,0.24,12.1,210,0.99718,3.05,9.5,5
7,0.24,12.1,210,0.99718,3.05,9.5,5
6.1,0.14,3.9,113,0.99344,3.07,9.2,4
8,0.32,4.6,180,0.99184,2.92,12.2,6
7,0.24,12.1,210,0.99718,3.05,9.5,5
6,0.29,1.2,92,0.99033,3.22,11.3,6
6.3,0.34,8.1,129,0.99248,3.26,12.1,6
6.1,0.14,3.9,113,0.99344,3.07,9.2,4
5.3,0.11,1.1,51,0.99076,3.51,11.2,4
5.4,0.35,6.5,87,0.99092,3.29,12.5,7
6.2,0.27,10.1,187,0.99486,3.31,10.6,5
5.6,0.57,10.7,171,0.99464,3.25,10.4,7
5.2,0.27,3.2,93,0.99235,3.44,10.1,7
6.2,0.23,12.4,201,0.99612,3.11,9.9,6
6.3,0.25,5.2,133,0.99202,2.97,11,6
6,0.23,5,122,0.99261,2.94,10,6
7.5,0.37,2.5,89,0.98964,3.14,12.7,6
6.6,0.28,9.2,92,0.99206,3.07,12.1,6
6.3,0.33,6.9,118,0.9938,3.23,10.4,6
6.3,0.3,2,120,0.99204,3.24,10.4,6
6.4,0.18,15,116,0.99736,3.14,9.2,5
6.4,0.18,15,116,0.99736,3.14,9.2,5
7.5,0.3,1.2,80,0.99192,3.05,10.5,5
6.4,0.18,15,116,0.99736,3.14,9.2,5
6.5,0.24,10.8,130,0.996,3.08,10.1,6
6.4,0.29,3.9,140,0.99237,3.1,11.1,6
5.9,0.29,4.2,144,0.99214,3.13,10.8,7
6.8,0.26,2,72,0.99041,3.16,11.8,6
7.6,0.48,13.5,116,0.9982,3.04,9.2,5
7.6,0.47,13.3,116,0.99822,3.04,9.2,5
5.7,0.26,2.2,95,0.9893,3.07,12.3,6
5.9,0.2,1.6,114,0.99105,3.25,11.4,6
5.5,0.19,2.2,161,0.99209,3.19,10.4,6
6.7,0.26,14.8,95,0.99676,3.2,9.8,6
7,0.24,1.8,91,0.99251,3.3,9.9,6
6.7,0.26,14.8,95,0.99676,3.2,9.8,6
5.3,0.1,1.3,74,0.99082,3.48,11.2,4
7.5,0.24,9.9,115,0.99567,3.15,10.9,5
6,0.26,5.1,119,0.99416,3.15,9.2,5
6,0.26,5.1,119,0.99416,3.15,9.2,5
5.8,0.23,1.5,121,0.9887,2.96,12,5
5.8,0.23,1.5,121,0.98871,2.96,12.1,6
6.2,0.22,5.25,145,0.99184,3.22,11.2,6
6,0.27,2.3,120,0.98952,3.32,12.7,7
6.9,0.54,7.9,169,0.99267,3.26,12.2,6
7,0.05,8,164,0.99269,3.26,12.2,6
5.8,0.16,1.4,99,0.98912,3.23,12.2,6
6.2,0.22,5.25,145,0.99184,3.22,11.2,6
6,0.27,2.3,120,0.98952,3.32,12.7,7
6,0.27,2.3,117,0.9895,3.31,12.7,7
5.7,0.29,3.5,146,0.98999,3.17,12.1,6
7.1,0.23,13.7,192,0.9981,3.11,9.4,5
6.6,0.3,9.9,174,0.995,3.07,10.1,6
6.9,0.2,15.4,201,0.99848,3.08,9.4,5
5.7,0.2,16,113,0.99862,3.22,8.9,6
5.7,0.2,16,113,0.99862,3.22,8.9,6
5.7,0.2,16,113,0.99862,3.22,8.9,6
5.7,0.2,16,113,0.99862,3.22,8.9,6
5.2,0.2,2.4,117,0.98886,3.56,13,7
7.2,0.35,5.5,183,0.99474,3.08,10.3,5
5.6,0.29,2.3,47,0.99126,3.07,10.1,4
6.2,0.27,16.8,129,0.99691,3.23,10.5,6
5.7,0.2,16,113,0.99862,3.22,8.9,6
5.7,0.24,17.8,124,0.99773,3.3,10.1,5
5.7,0.24,17.8,124,0.99773,3.3,10.1,5
6,0.26,6.8,93,0.9928,3.15,11,6
6,0.26,6.8,93,0.9928,3.15,11,6
6,0.26,6.8,93,0.9928,3.15,11,6
6,0.26,6.8,93,0.9928,3.15,11,6
7.6,0.17,1.6,117,0.99288,3.08,10,5
7,0.33,4.7,76,0.99202,2.88,10.5,6
6.6,0.27,11.8,112,0.99606,2.87,9.7,6
5.7,0.24,17.8,124,0.99773,3.3,10.1,5
7.2,0.36,15.7,183,0.99922,3.25,9.4,5
6.9,0.32,5.8,119,0.99296,3.17,11.2,6
7.2,0.36,15.7,183,0.99922,3.25,9.4,5
7.4,0.28,9,121,0.99468,3.1,10.8,5
7.2,0.36,15.7,183,0.99922,3.25,9.4,5
6.9,0.32,5.8,119,0.99296,3.17,11.2,6
7,0.35,8.8,103,0.99388,3.13,11,6
5.6,0,10.2,111,0.99315,3.44,12.4,6
7.2,0.23,8.9,155,0.99692,3.01,9.5,5
7.1,0.39,11.1,204,0.99616,3.05,10,6
6.9,0.29,4.2,114,0.9902,3.16,12.5,6
6.1,0.25,1.6,115,0.9921,3.39,10.9,6
5.9,0.24,7.4,113,0.99462,3.38,10.5,6
6.1,0.27,11.5,133,0.99476,3.22,10.8,6
6.5,0.27,1.6,116,0.99178,3.38,11,7
6.2,0.29,2,87,0.99081,3.33,11.8,6
6.6,0.25,4.8,121,0.99198,3.36,12.6,6
5.6,0.24,9.8,140,0.99545,3.17,10.2,6
7.1,0.28,1.9,103,0.98997,3.12,12,5
6.9,0.29,4.2,114,0.9902,3.16,12.5,6
6.4,0.3,1.6,86,0.99089,3.32,11.5,6
6.3,0.22,7.3,117,0.99172,3.2,11.94,7
6.7,0.24,5.4,115,0.9901,3.12,12.8933333333333,7
6.7,0.26,1.9,138,0.9893,3,12.2,7
6.3,0.22,7.3,117,0.99172,3.2,11.94,7
6.7,0.24,5.4,115,0.9901,3.12,12.8933333333333,7
6.4,0.35,7.7,191,0.99527,3.16,9.5,5
6.3,0.22,11.5,150,0.99445,3,10.6,6
7.4,0.33,1.2,121,0.99198,3.04,10.5,7
8.4,0.3,2.2,129,0.99085,2.89,11.4666666666667,6
5.9,0.28,1,100,0.99033,3.4,11.4,6
